WS,ID,Visual Score,Biological Score,Conductivity (uS/cm),Turbidity (NTU),Phosphate (mg/l),Nitrate (mg/l),pH,Temperature (°C),E.coli (cfu),E.coli Method,date
MIDO,509,16.4,,52.2,,,0.6,7.01,,,mTEC,2018-04-28
MIDO,511,,,49.9,24.3,,0.8,7.01,16.3,,mTEC,2018-04-28
MIDO,515,,,53.0,6.8,,0.8,7.0,15.2,,mTEC,2018-04-28
MIDO,517,,,,,,1.8,,,,mTEC,2018-04-28
MIDO,601,37.0,,63.0,8.7,,0.9,7.11,,190.0,mTEC,2018-04-28
MIDO,604,38.0,,62.9,7.6,,1.1,7.54,14.9,,mTEC,2018-04-28
MIDO,605,31.0,,65.3,16.0,,0.6,7.34,14.7,625.0,mTEC,2018-04-28
MIDO,606,48.0,,61.2,9.3,,0.8,6.97,15.3,390.0,mTEC,2018-04-28
MIDO,608,50.0,,61.4,11.0,,1.1,7.04,15.5,100.0,mTEC,2018-04-28
MIDO,609,32.0,,64.6,3.7,,0.7,7.11,15.1,605.0,mTEC,2018-04-28
MIDO,610,38.0,,67.2,8.4,,0.5,7.33,15.3,155.0,mTEC,2018-04-28
MIDO,611,43.0,,61.1,11.0,,0.7,6.94,,460.0,mTEC,2018-04-28
MIDO,612,50.0,,64.3,8.6,,0.6,7.5,15.4,225.0,mTEC,2018-04-28
MIDO,613,27.0,,67.6,12.7,,1.2,7.44,15.7,545.0,mTEC,2018-04-28
MIDO,614,38.0,,59.9,17.0,,0.6,6.96,,270.0,mTEC,2018-04-28
MIDO,616,45.0,,79.0,3.8,,0.4,6.89,15.4,185.0,mTEC,2018-04-28
MIDO,617,28.0,,57.4,19.0,,0.9,6.88,16.0,2450.0,mTEC,2018-04-28
MIDO,702,,,63.8,8.8,,0.6,6.9,15.9,,mTEC,2018-04-28
MIDO,706,34.0,,68.0,15.3,,1.1,7.74,14.9,235.0,mTEC,2018-04-28
MIDO,707,,,91.1,8.4,,1.3,7.16,14.4,320.0,mTEC,2018-04-28
MIDO,709,40.0,,68.2,4.3,,0.9,7.62,14.6,335.0,mTEC,2018-04-28
MIDO,712,39.0,,81.1,1.5,,1.3,7.04,14.3,310.0,mTEC,2018-04-28
MIDO,719,,,83.4,34.0,,2.2,7.39,,,mTEC,2018-04-28
MIDO,801,38.0,,74.7,24.8,,1.2,6.99,16.3,480.0,mTEC,2018-04-28
MIDO,802,39.0,,47.1,2.5,,0.8,7.04,14.3,640.0,mTEC,2018-04-28
MIDO,804,40.0,,59.7,3.6,,1.4,7.26,16.7,,mTEC,2018-04-28
MIDO,805,44.0,,78.8,4.6,,0.6,6.95,15.0,,mTEC,2018-04-28
MIDO,806,40.0,,65.7,8.5,,0.6,7.44,17.4,,mTEC,2018-04-28
MIDO,810,34.0,,65.2,11.0,,0.7,6.92,16.1,,mTEC,2018-04-28
MIDO,814,38.0,,77.2,1.1,,0.5,6.72,16.7,,mTEC,2018-04-28
MIDO,817,38.0,,60.4,3.4,,0.8,6.81,15.4,865.0,mTEC,2018-04-28
MIDO,820,39.0,,53.4,,,0.7,7.34,14.5,395.0,mTEC,2018-04-28
MIDO,825,,,,,,,,14.4,75.0,mTEC,2018-04-28
MIDO,826,,,95.8,2.6,,1.1,7.69,17.5,730.0,mTEC,2018-04-28
MIDO,831,36.0,,123.4,0.25,,1.4,6.79,15.8,,mTEC,2018-04-28
MIDO ,816,34.0,,68.8,2.8,,0.4,6.8,15.8,440.0,mTEC,2018-04-28
NORO,102,38.0,,80.0,21.0,,1.2,7.28,16.0,,mTEC,2018-04-28
NORO,108,24.0,,65.0,3.2,,0.5,6.86,16.2,445.0,mTEC,2018-04-28
NORO,109,46.0,,50.1,3.1,,0.5,7.62,14.4,,mTEC,2018-04-28
NORO,110,47.0,,80.5,16.8,,1.5,6.83,15.7,,mTEC,2018-04-28
NORO,111,50.0,,60.0,10.0,,0.8,6.93,14.0,,mTEC,2018-04-28
NORO,114,41.0,,79.8,15.0,,1.2,7.38,15.9,595.0,mTEC,2018-04-28
NORO,115,45.0,,179.9,3.5,,0.4,7.1,14.3,,mTEC,2018-04-28
NORO,117,48.0,,44.8,7.1,,0.8,7.0,15.4,,mTEC,2018-04-28
NORO,201,47.0,,31.8,14.0,,0.7,6.93,16.6,,mTEC,2018-04-28
NORO,401,42.0,,55.3,26.0,,1.3,6.8,17.3,1355.0,mTEC,2018-04-28
NORO,402,36.0,,50.1,13.0,,0.7,7.56,14.4,,mTEC,2018-04-28
NORO,403,38.0,,35.5,12.0,,0.6,6.8,16.0,,mTEC,2018-04-28
NORO,405,38.0,,49.2,4.7,,0.8,7.01,14.0,,mTEC,2018-04-28
NORO,407,36.0,,42.4,9.6,,,7.08,15.0,,mTEC,2018-04-28
NORO,501,34.0,,65.7,11.0,,0.9,6.98,14.7,785.0,mTEC,2018-04-28
NORO,502,28.0,,173.8,0.5,,2.0,6.65,15.2,,mTEC,2018-04-28
NORO,503,40.0,14.0,68.7,9.8,,1.0,6.98,15.5,555.0,mTEC,2018-04-28
NORO,504,38.0,,120.8,2.2,,1.9,6.86,16.0,,mTEC,2018-04-28
NORO,505,,,63.1,7.8,,1.3,7.07,,,mTEC,2018-04-28
NORO,510,,,70.2,16.0,,1.1,6.93,16.6,300.0,mTEC,2018-04-28
NORO,511,43.0,,62.2,6.8,,1.0,6.89,15.5,365.0,mTEC,2018-04-28
NORO,512,37.0,,45.3,6.4,,0.4,7.12,17.25,,mTEC,2018-04-28
NORO,513,28.0,,65.7,10.5,,1.1,7.34,16.7,,mTEC,2018-04-28
NORO,514,28.0,,65.3,8.6,,0.7,7.66,15.8,195.0,mTEC,2018-04-28
NORO,517,34.0,,217.4,1.8,,,7.06,16.1,,mTEC,2018-04-28
NORO,518,34.0,,294.4,2.9,,2.0,6.44,16.9,,mTEC,2018-04-28
NORO,519,,,47.0,6.2,,0.8,6.51,,,mTEC,2018-04-28
NORO,520,37.0,,144.8,4.4,,1.1,7.02,17.5,375.0,mTEC,2018-04-28
NORO,527,40.0,,134.3,4.6,,0.9,6.61,17.9,150.0,mTEC,2018-04-28
NORO,603,,,467.0,1.7,,2.5,6.82,15.9,,mTEC,2018-04-28
NORO,604,,,477.0,4.7,,3.1,6.51,16.0,,mTEC,2018-04-28
NORO,605,40.0,,62.9,3.5,,1.1,7.68,14.8,320.0,mTEC,2018-04-28
NORO,609,38.0,,78.8,19.0,,1.1,6.83,17.3,235.0,mTEC,2018-04-28
NORO,610,31.0,,450.1,19.0,,1.2,6.96,16.0,,mTEC,2018-04-28
NORO,611,,,723.0,22.4,,1.0,6.77,17.0,,mTEC,2018-04-28
NORO,615,30.0,,191.9,0.7,,1.0,7.07,16.9,435.0,mTEC,2018-04-28
NORO,627,,,253.2,1.6,,1.7,6.77,14.8,,mTEC,2018-04-28
BICO,101,43.0,,81.7,17.0,,0.9,6.44,24.8,270.0,mTEC,2018-07-08
Lake,Chapman,,,54.1,3.4,,0.4,7.2,,,mTEC,2018-07-08
MIDO,103,54.0,,42.2,2.0,,0.5,6.83,19.6,315.0,mTEC,2018-07-08
MIDO,305,44.0,,50.8,13.0,,,6.91,21.5,3200.0,mTEC,2018-07-08
MIDO,604,,,54.3,8.0,,,6.9,,325.0,mTEC,2018-07-08
MIDO,605,34.0,,52.0,7.9,,,6.86,21.0,385.0,mTEC,2018-07-08
MIDO,606,41.0,,50.6,7.6,,,6.89,21.4,305.0,mTEC,2018-07-08
MIDO,608,47.0,,54.5,7.7,,,6.89,22.2,245.0,mTEC,2018-07-08
MIDO,609,40.0,,60.6,4.0,,,6.8,20.5,1250.0,mTEC,2018-07-08
MIDO,610,38.0,,54.9,8.4,,1.0,6.92,22.0,220.0,mTEC,2018-07-08
MIDO,611,27.0,,56.7,8.9,,,6.9,21.1,380.0,mTEC,2018-07-08
MIDO,612,41.0,,55.6,7.3,,,6.91,22.5,280.0,mTEC,2018-07-08
MIDO,613,51.0,,57.1,9.6,,,6.78,21.9,490.0,mTEC,2018-07-08
MIDO,616,48.0,,71.6,1.8,,,6.77,21.4,4800.0,mTEC,2018-07-08
MIDO,617,38.0,,54.5,14.0,,,6.84,20.9,9200.0,mTEC,2018-07-08
MIDO,706,41.0,,42.4,8.5,,0.7,6.61,23.4,830.0,mTEC,2018-07-08
MIDO,707,45.0,,271.1,8.5,,2.0,7.3,22.6,610.0,mTEC,2018-07-08
MIDO,709,44.0,,60.4,4.9,,,6.63,20.0,1250.0,mTEC,2018-07-08
MIDO,712,42.0,,74.4,3.2,,,7.03,25.5,315.0,mTEC,2018-07-08
MIDO,719,39.0,,76.6,23.0,,1.7,6.47,24.5,365.0,mTEC,2018-07-08
MIDO,801,36.0,,87.7,20.0,,,6.98,24.3,150.0,mTEC,2018-07-08
MIDO,802,44.0,,77.8,2.4,,,6.96,21.1,300.0,mTEC,2018-07-08
MIDO,804,35.0,,69.4,0.4,,,6.9,20.8,355.0,mTEC,2018-07-08
MIDO,805,41.0,,73.6,7.1,,,6.82,21.8,,mTEC,2018-07-08
MIDO,816,36.0,,60.0,1.7,,,6.91,20.9,235.0,mTEC,2018-07-08
MIDO,817,38.0,,53.9,1.4,,,6.93,20.8,160.0,mTEC,2018-07-08
MIDO,820,39.0,,47.1,2.6,,,6.94,,415.0,mTEC,2018-07-08
MIDO,825,45.0,,64.9,4.8,,1.1,6.56,20.5,375.0,mTEC,2018-07-08
MIDO,826,44.0,,71.9,1.7,,1.1,6.53,20.8,550.0,mTEC,2018-07-08
NORO,108,27.0,,61.6,2.2,,,6.89,21.6,,mTEC,2018-07-08
NORO,114,,,68.0,20.0,,,6.88,23.7,570.0,mTEC,2018-07-08
NORO,401,45.0,,55.4,18.0,,0.9,6.78,26.4,215.0,mTEC,2018-07-08
NORO,501,37.0,,63.6,11.0,,,6.83,21.5,480.0,mTEC,2018-07-08
NORO,502,36.0,,132.0,5.2,,,6.64,20.9,1550.0,mTEC,2018-07-08
NORO,503,34.0,,64.3,12.0,,1.2,6.63,22.3,3750.0,mTEC,2018-07-08
NORO,510,43.0,,65.2,22.0,,1.3,6.59,24.5,490.0,mTEC,2018-07-08
NORO,514,32.0,,58.5,12.0,,1.1,6.76,22.4,385.0,mTEC,2018-07-08
NORO,517,40.0,,161.0,3.0,,,6.6,23.1,1350.0,mTEC,2018-07-08
NORO,518,39.0,,263.0,3.6,,,6.55,21.8,1150.0,mTEC,2018-07-08
NORO,520,37.0,,115.7,4.6,,1.2,6.6,22.8,1100.0,mTEC,2018-07-08
NORO,527,36.0,,113.1,3.6,,1.2,6.54,22.3,600.0,mTEC,2018-07-08
NORO,605,47.0,,74.8,15.0,,1.3,6.58,24.8,250.0,mTEC,2018-07-08
NORO,609,42.0,,74.7,16.0,,1.9,6.57,25.1,270.0,mTEC,2018-07-08
NORO,615,29.0,,176.5,0.0,,1.8,6.39,23.2,395.0,mTEC,2018-07-08
NORO,108,,,,,,,,,335.0,mTEC,2018-07-26
BICO,101,42.0,,101.3,7.2,,1.6,6.97,11.6,220.0,mTEC,2018-11-04
MIDO,301,48.0,,59.3,0.15,,0.0,7.13,11.3,20.0,mTEC,2018-11-04
MIDO,502,38.0,18.0,64.3,6.4,,1.4,7.07,11.4,,mTEC,2018-11-04
MIDO,506,46.0,,69.7,1.3,,1.8,6.85,12.3,,mTEC,2018-11-04
MIDO,601,43.0,20.0,63.9,4.2,,1.1,7.06,12.4,145.0,mTEC,2018-11-04
MIDO,604,34.0,,63.7,4.4,,0.9,7.01,11.8,245.0,mTEC,2018-11-04
MIDO,605,50.0,,62.0,4.9,,1.4,7.17,15.0,,mTEC,2018-11-04
MIDO,606,36.0,,104.9,11.0,,1.1,6.61,13.0,120.0,mTEC,2018-11-04
MIDO,608,46.0,,62.4,4.3,,1.3,7.03,11.9,150.0,mTEC,2018-11-04
MIDO,609,40.0,,63.8,2.7,,1.1,7.05,11.9,360.0,mTEC,2018-11-04
MIDO,610,44.0,,68.5,4.5,,1.1,6.94,11.7,205.0,mTEC,2018-11-04
MIDO,611,43.0,,221.6,34.0,,1.4,6.85,14.0,,mTEC,2018-11-04
MIDO,612,36.0,,64.4,2.9,,1.2,6.98,12.3,150.0,mTEC,2018-11-04
MIDO,613,40.0,,68.8,7.0,,1.2,7.04,11.3,375.0,mTEC,2018-11-04
MIDO,616,31.0,,94.0,0.65,,1.2,6.91,12.3,6800.0,mTEC,2018-11-04
MIDO,617,34.0,,64.7,9.9,,1.4,7.04,13.5,160.0,mTEC,2018-11-04
MIDO,704,50.0,,155.3,3.1,,5.5,6.77,17.8,,mTEC,2018-11-04
MIDO,706,36.0,,52.5,5.1,,1.1,6.97,11.6,325.0,mTEC,2018-11-04
MIDO,707,40.0,,214.0,2.9,,0.5,6.84,12.0,170.0,mTEC,2018-11-04
MIDO,708,51.0,,169.4,13.0,,5.5,6.82,14.8,,mTEC,2018-11-04
MIDO,709,43.0,,66.5,0.1,,2.0,6.98,11.2,620.0,mTEC,2018-11-04
MIDO,712,38.0,,78.6,0.0,,1.6,6.89,11.3,405.0,mTEC,2018-11-04
MIDO,719,39.0,,90.4,8.7,,1.6,7.07,12.2,220.0,mTEC,2018-11-04
MIDO,801,44.0,,81.3,1.8,,1.5,6.95,11.9,265.0,mTEC,2018-11-04
MIDO,802,44.0,,83.8,1.8,,1.5,6.92,9.2,330.0,mTEC,2018-11-04
MIDO,804,45.0,,76.9,0.5,,1.4,7.61,12.2,290.0,mTEC,2018-11-04
MIDO,805,36.0,,76.6,0.7,,1.5,7.26,12.5,220.0,mTEC,2018-11-04
MIDO,816,34.0,,,,,,,11.6,90.0,mTEC,2018-11-04
MIDO,820,45.0,,63.5,1.6,,1.1,6.97,11.7,,mTEC,2018-11-04
MIDO,825,40.0,,141.3,3.7,,1.0,6.81,13.0,140.0,mTEC,2018-11-04
MIDO,826,25.0,,83.6,0.5,,1.5,6.96,13.3,235.0,mTEC,2018-11-04
NORO,108,28.0,,82.9,0.55,,1.6,7.19,12.5,215.0,mTEC,2018-11-04
NORO,114,36.0,,83.7,8.8,,1.2,7.14,12.5,535.0,mTEC,2018-11-04
NORO,401,44.0,,65.1,2.2,,0.8,7.15,13.3,110.0,mTEC,2018-11-04
NORO,501,37.0,,75.3,5.9,,1.4,6.86,11.2,240.0,mTEC,2018-11-04
NORO,503,45.0,,73.5,5.2,,2.4,6.89,12.9,1200.0,mTEC,2018-11-04
NORO,504,39.0,,111.4,0.4,,2.0,6.79,,,mTEC,2018-11-04
NORO,510,39.0,,79.3,13.0,,1.5,6.93,12.7,750.0,mTEC,2018-11-04
NORO,511,47.0,,65.0,5.9,,1.4,6.93,12.9,330.0,mTEC,2018-11-04
NORO,514,28.0,,71.2,4.5,,1.5,6.74,12.5,300.0,mTEC,2018-11-04
NORO,520,24.0,,122.2,1.7,,2.7,7.05,14.3,175.0,mTEC,2018-11-04
NORO,527,42.0,,114.8,1.8,,1.4,7.09,14.1,1250.0,mTEC,2018-11-04
NORO,603,41.0,,594.0,0.0,,1.5,6.7,12.9,,mTEC,2018-11-04
NORO,605,44.0,,58.7,0.65,,1.4,6.93,12.5,,mTEC,2018-11-04
NORO,609,39.0,,102.4,7.2,,1.7,6.86,13.4,,mTEC,2018-11-04
NORO,610,41.0,,81.7,9.2,,1.1,6.95,,,mTEC,2018-11-04
NORO,611,20.0,,684.0,2.5,,4.7,6.69,13.2,,mTEC,2018-11-04
NORO,615,28.0,,168.3,0.0,,2.2,6.75,15.1,,mTEC,2018-11-04
NORO,627,31.0,,196.6,0.0,,2.4,6.86,15.4,,mTEC,2018-11-04
